date,AAPL,ABBV,ABT,ACN,ADBE,AIG,AMD,AMGN,AMT,AMZN,AVGO,AXP,BA,BAC,BK,BKNG,BLK,BMY,BRK-B,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CRM,CSCO,CVS,CVX,DE,DHR,DIS,DUK,EMR,F,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,INTU,JNJ,JPM,KO,LIN,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,META,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,PM,QCOM,RTX,SBUX,SCHW,SO,SPG,T,TGT,TMO,TMUS,TSLA,TXN,UNH,UNP,UPS,USB,V,VZ,WFC,WMT,XOM,DOW,PYPL,KHC
May 2012,0.48,0.0,0.25,0.19,0.02,0.04,0.53,0.0,0.1,0.01,0.0,0.0,0.65,0.51,0.07,0.0,0.01,0.0,0.0,0.79,0.6,0.0,0.08,0.0,0.0,0.05,0.63,0.05,0.0,0.12,0.0,0.85,0.0,0.0,0.0,0.0,0.81,0.0,0.02,0.08,0.01,0.62,0.43,0.37,0.63,0.3,0.02,0.03,0.0,0.0,0.0,0.01,0.35,0.1,0.0,0.0,0.42,0.88,0.01,0.0,0.01,0.73,0.07,0.02,0.62,0.0,0.71,0.0,0.03,0.0,0.02,0.02,0.01,0.84,0.04,0.12,0.18,0.0,0.0,0.0,0.0,0.83,0.01,0.94,0.0,0.03,0.0,0.01,0.0,0.0,0.01,0.25,0.46,0.66,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Jun 2012,0.39,0.0,0.28,0.18,0.02,0.04,0.53,0.0,0.11,0.0,0.0,0.0,0.73,0.9,0.08,0.0,0.01,0.0,0.0,0.83,0.64,0.0,0.07,0.0,0.0,0.05,0.66,0.05,0.0,0.13,0.0,0.85,0.0,0.0,0.0,0.0,0.86,0.0,0.02,0.08,0.01,0.62,0.43,0.34,0.47,0.3,0.02,0.03,0.0,0.0,0.0,0.01,0.35,0.11,0.0,0.01,0.42,0.93,0.01,0.0,0.01,0.69,0.07,0.02,0.65,0.0,0.7,0.0,0.03,0.0,0.02,0.02,0.01,0.75,0.04,0.13,0.17,0.0,0.0,0.0,0.0,0.86,0.01,0.95,0.0,0.03,0.0,0.01,0.01,0.0,0.01,0.27,0.48,0.68,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Jul 2012,0.46,0.0,0.27,0.18,0.02,0.04,0.52,0.0,0.11,0.01,0.0,0.0,0.77,0.81,0.07,0.0,0.01,0.0,0.0,0.79,0.65,0.0,0.07,0.0,0.0,0.05,0.7,0.04,0.0,0.14,0.0,0.83,0.0,0.0,0.0,0.0,0.82,0.0,0.02,0.08,0.01,0.63,0.38,0.34,0.55,0.33,0.02,0.03,0.0,0.0,0.0,0.01,0.39,0.14,0.0,0.01,0.4,0.93,0.01,0.0,0.01,0.67,0.07,0.02,0.68,0.0,0.65,0.0,0.03,0.0,0.02,0.02,0.01,0.71,0.03,0.13,0.19,0.0,0.01,0.0,0.0,0.87,0.01,0.95,0.0,0.04,0.0,0.01,0.01,0.0,0.01,0.27,0.49,0.64,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Aug 2012,0.55,0.0,0.24,0.16,0.02,0.04,0.54,0.0,0.11,0.01,0.0,0.0,0.68,0.41,0.08,0.0,0.01,0.0,0.0,0.81,0.66,0.0,0.08,0.0,0.0,0.06,0.67,0.04,0.0,0.14,0.0,0.82,0.0,0.0,0.0,0.0,0.86,0.0,0.02,0.08,0.01,0.63,0.38,0.33,0.58,0.35,0.02,0.03,0.0,0.0,0.0,0.01,0.4,0.1,0.0,0.0,0.42,0.95,0.01,0.0,0.01,0.63,0.07,0.02,0.73,0.0,0.7,0.0,0.03,0.0,0.02,0.02,0.01,0.7,0.03,0.12,0.18,0.0,0.0,0.0,0.0,0.85,0.01,0.93,0.0,0.03,0.0,0.01,0.01,0.01,0.01,0.29,0.49,0.69,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Sep 2012,0.65,0.0,0.24,0.18,0.02,0.04,0.54,0.0,0.12,0.01,0.0,0.0,0.68,0.41,0.08,0.0,0.01,0.0,0.0,0.79,0.64,0.0,0.07,0.0,0.0,0.07,0.68,0.05,0.0,0.14,0.0,0.83,0.0,0.0,0.0,0.0,0.87,0.0,0.02,0.08,0.01,0.63,0.41,0.35,0.53,0.34,0.02,0.03,0.0,0.0,0.0,0.0,0.36,0.08,0.0,0.01,0.41,0.91,0.01,0.0,0.01,0.67,0.07,0.02,0.62,0.0,0.7,0.0,0.03,0.0,0.02,0.02,0.01,0.75,0.03,0.12,0.18,0.0,0.0,0.0,0.0,0.85,0.01,0.96,0.0,0.03,0.0,0.01,0.01,0.01,0.01,0.27,0.5,0.67,0.01,0.0,0.0,0.01,0.05,0.0,0.0
Oct 2012,0.68,0.0,0.23,0.19,0.02,0.04,0.55,0.0,0.11,0.01,0.0,0.0,0.67,0.42,0.07,0.0,0.01,0.0,0.0,0.84,0.67,0.0,0.08,0.0,0.0,0.07,0.64,0.04,0.0,0.13,0.0,0.87,0.0,0.0,0.0,0.0,0.96,0.0,0.02,0.08,0.01,0.56,0.43,0.35,0.46,0.34,0.02,0.03,0.0,0.0,0.0,0.01,0.35,0.08,0.0,0.01,0.4,0.91,0.01,0.0,0.01,0.7,0.07,0.02,0.63,0.0,0.66,0.01,0.03,0.0,0.02,0.02,0.01,0.73,0.03,0.12,0.18,0.0,0.0,0.0,0.0,0.86,0.01,0.96,0.0,0.03,0.0,0.01,0.01,0.01,0.01,0.29,0.49,0.65,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Nov 2012,0.69,0.0,0.24,0.17,0.02,0.03,0.59,0.0,0.11,0.01,0.0,0.0,0.62,0.41,0.07,0.0,0.01,0.0,0.0,0.81,0.66,0.0,0.07,0.0,0.0,0.05,0.63,0.04,0.0,0.13,0.0,0.84,0.0,0.0,0.0,0.0,0.94,0.0,0.02,0.08,0.01,0.55,0.4,0.35,0.49,0.37,0.02,0.02,0.0,0.0,0.0,0.0,0.33,0.09,0.0,0.01,0.39,0.87,0.01,0.0,0.01,0.69,0.07,0.02,0.6,0.0,0.68,0.01,0.03,0.0,0.02,0.02,0.01,0.8,0.03,0.11,0.17,0.0,0.0,0.0,0.0,0.8,0.01,0.91,0.0,0.03,0.0,0.01,0.01,0.01,0.01,0.29,0.49,0.68,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Dec 2012,0.58,0.0,0.24,0.14,0.02,0.04,0.58,0.0,0.1,0.01,0.0,0.0,0.63,0.42,0.06,0.0,0.01,0.0,0.0,0.78,0.75,0.0,0.07,0.0,0.0,0.06,0.57,0.04,0.0,0.16,0.0,0.75,0.0,0.0,0.0,0.0,0.96,0.0,0.02,0.08,0.01,0.56,0.42,0.37,0.51,0.41,0.02,0.02,0.0,0.0,0.0,0.01,0.31,0.09,0.0,0.01,0.35,0.86,0.01,0.0,0.0,0.77,0.06,0.02,0.59,0.0,0.61,0.0,0.03,0.0,0.02,0.01,0.01,0.75,0.03,0.11,0.18,0.0,0.0,0.0,0.0,0.84,0.01,0.91,0.0,0.02,0.0,0.01,0.01,0.0,0.01,0.35,0.53,0.65,0.01,0.0,0.0,0.01,0.05,0.0,0.0
Jan 2013,0.93,0.01,0.26,0.18,0.02,0.05,0.56,0.0,0.12,0.01,0.0,0.0,0.7,0.44,0.07,0.0,0.01,0.0,0.0,0.77,0.68,0.0,0.07,0.0,0.0,0.06,0.64,0.04,0.0,0.15,0.0,0.77,0.0,0.0,0.0,0.0,0.96,0.0,0.02,0.08,0.01,0.6,0.43,0.35,0.55,0.36,0.02,0.02,0.0,0.0,0.0,0.01,0.28,0.08,0.0,0.01,0.4,0.84,0.01,0.0,0.01,0.88,0.06,0.02,0.58,0.0,0.66,0.01,0.03,0.0,0.02,0.02,0.01,0.9,0.03,0.12,0.18,0.0,0.0,0.0,0.0,0.81,0.01,0.89,0.0,0.03,0.0,0.01,0.01,0.01,0.01,0.29,0.49,0.66,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Feb 2013,0.63,0.01,0.23,0.18,0.02,0.04,0.54,0.0,0.12,0.01,0.0,0.0,0.63,0.42,0.07,0.0,0.01,0.0,0.0,0.81,0.7,0.0,0.08,0.0,0.0,0.08,0.66,0.05,0.0,0.14,0.0,0.79,0.0,0.0,0.0,0.0,0.98,0.0,0.02,0.08,0.01,0.6,0.42,0.37,0.55,0.38,0.02,0.02,0.0,0.0,0.0,0.01,0.27,0.08,0.0,0.01,0.41,0.86,0.01,0.0,0.01,0.7,0.07,0.02,0.57,0.0,0.68,0.0,0.03,0.0,0.02,0.02,0.01,0.78,0.04,0.13,0.18,0.0,0.0,0.0,0.0,0.75,0.01,0.92,0.0,0.03,0.0,0.02,0.01,0.01,0.01,0.28,0.47,0.69,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Mar 2013,0.58,0.01,0.23,0.17,0.02,0.04,0.55,0.0,0.1,0.01,0.0,0.0,0.65,0.52,0.08,0.0,0.01,0.0,0.0,0.81,0.71,0.0,0.08,0.0,0.0,0.06,0.67,0.04,0.0,0.13,0.0,0.82,0.0,0.0,0.0,0.0,1.0,0.0,0.02,0.08,0.01,0.56,0.38,0.37,0.52,0.39,0.02,0.02,0.0,0.0,0.0,0.01,0.29,0.08,0.0,0.01,0.42,0.89,0.01,0.0,0.01,0.7,0.07,0.02,0.62,0.0,0.69,0.0,0.03,0.0,0.02,0.02,0.02,0.83,0.03,0.13,0.18,0.0,0.0,0.0,0.0,0.85,0.01,0.95,0.0,0.02,0.0,0.01,0.01,0.01,0.01,0.28,0.48,0.68,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Apr 2013,0.72,0.01,0.23,0.17,0.02,0.04,0.5,0.0,0.1,0.01,0.0,0.0,0.67,0.47,0.07,0.0,0.01,0.0,0.0,0.77,0.65,0.0,0.09,0.0,0.0,0.05,0.69,0.05,0.0,0.14,0.0,0.89,0.0,0.0,0.0,0.0,0.96,0.0,0.02,0.08,0.01,0.56,0.38,0.38,0.58,0.38,0.02,0.02,0.0,0.0,0.0,0.01,0.29,0.08,0.0,0.0,0.43,0.92,0.01,0.0,0.01,0.65,0.07,0.02,0.64,0.0,0.69,0.01,0.03,0.0,0.02,0.02,0.01,0.76,0.03,0.13,0.17,0.0,0.0,0.0,0.0,0.81,0.01,0.91,0.0,0.03,0.0,0.03,0.01,0.01,0.01,0.28,0.44,0.65,0.01,0.0,0.0,0.01,0.06,0.0,0.0
May 2013,0.6,0.01,0.24,0.16,0.02,0.04,0.47,0.0,0.09,0.01,0.0,0.0,0.7,0.51,0.07,0.0,0.01,0.0,0.0,0.79,0.65,0.0,0.09,0.0,0.0,0.05,0.64,0.04,0.0,0.14,0.0,0.85,0.0,0.0,0.0,0.0,1.0,0.0,0.02,0.07,0.01,0.52,0.4,0.36,0.55,0.41,0.02,0.02,0.0,0.0,0.0,0.01,0.29,0.08,0.0,0.01,0.41,0.89,0.01,0.0,0.01,0.8,0.07,0.02,0.58,0.0,0.73,0.01,0.03,0.0,0.03,0.02,0.01,0.74,0.04,0.14,0.16,0.0,0.0,0.0,0.0,0.84,0.01,0.94,0.0,0.03,0.01,0.12,0.01,0.0,0.01,0.27,0.44,0.67,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Jun 2013,0.46,0.0,0.24,0.16,0.02,0.04,0.51,0.0,0.1,0.01,0.0,0.0,0.69,0.84,0.08,0.0,0.01,0.0,0.0,0.74,0.69,0.0,0.08,0.0,0.0,0.05,0.65,0.04,0.0,0.14,0.0,0.89,0.0,0.0,0.0,0.0,0.98,0.0,0.02,0.07,0.01,0.58,0.37,0.38,0.45,0.42,0.02,0.02,0.0,0.0,0.0,0.01,0.3,0.08,0.0,0.01,0.42,0.89,0.01,0.0,0.01,0.6,0.07,0.02,0.62,0.0,0.66,0.01,0.03,0.0,0.02,0.02,0.02,0.79,0.04,0.14,0.17,0.0,0.0,0.0,0.0,0.83,0.01,0.93,0.0,0.04,0.0,0.08,0.01,0.0,0.01,0.28,0.44,0.63,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Jul 2013,0.54,0.0,0.24,0.16,0.02,0.05,0.51,0.0,0.12,0.01,0.0,0.0,0.76,0.87,0.07,0.0,0.01,0.0,0.0,0.81,0.68,0.0,0.08,0.0,0.0,0.07,0.69,0.04,0.0,0.14,0.0,0.82,0.0,0.0,0.0,0.0,0.93,0.0,0.02,0.08,0.01,0.54,0.38,0.37,0.49,0.45,0.02,0.02,0.0,0.0,0.0,0.01,0.32,0.08,0.0,0.01,0.43,0.94,0.01,0.0,0.01,0.59,0.07,0.02,0.66,0.0,0.69,0.01,0.03,0.0,0.02,0.01,0.02,0.79,0.03,0.14,0.17,0.0,0.01,0.0,0.0,0.86,0.01,0.95,0.0,0.05,0.0,0.1,0.01,0.0,0.01,0.33,0.44,0.65,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Aug 2013,0.6,0.0,0.23,0.15,0.01,0.05,0.51,0.0,0.12,0.01,0.0,0.0,0.81,0.41,0.08,0.0,0.01,0.0,0.0,0.75,0.71,0.0,0.07,0.0,0.0,0.06,0.68,0.04,0.0,0.15,0.0,0.83,0.0,0.0,0.0,0.0,0.96,0.0,0.02,0.07,0.01,0.54,0.38,0.35,0.5,0.45,0.02,0.02,0.0,0.0,0.0,0.01,0.32,0.08,0.0,0.01,0.41,0.88,0.01,0.0,0.01,0.58,0.07,0.02,0.66,0.0,0.71,0.01,0.03,0.0,0.02,0.02,0.01,0.76,0.03,0.13,0.18,0.0,0.0,0.0,0.0,0.84,0.01,0.91,0.01,0.03,0.0,0.15,0.01,0.0,0.01,0.33,0.46,0.67,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Sep 2013,0.68,0.0,0.22,0.16,0.02,0.05,0.56,0.0,0.11,0.01,0.0,0.0,0.7,0.42,0.08,0.0,0.01,0.0,0.0,0.8,0.69,0.0,0.07,0.0,0.0,0.06,0.62,0.04,0.0,0.15,0.0,0.84,0.0,0.0,0.0,0.0,0.88,0.0,0.02,0.07,0.01,0.63,0.39,0.37,0.52,0.44,0.02,0.02,0.0,0.0,0.0,0.01,0.31,0.07,0.0,0.01,0.41,0.82,0.01,0.0,0.01,0.62,0.07,0.02,0.6,0.0,0.67,0.01,0.03,0.0,0.02,0.02,0.02,0.71,0.03,0.12,0.18,0.0,0.0,0.0,0.0,0.82,0.01,0.91,0.01,0.03,0.0,0.1,0.01,0.01,0.01,0.3,0.47,1.0,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Oct 2013,0.63,0.01,0.22,0.15,0.02,0.05,0.6,0.0,0.1,0.01,0.0,0.0,0.67,0.41,0.08,0.0,0.01,0.0,0.0,0.8,0.74,0.0,0.08,0.0,0.0,0.06,0.65,0.04,0.0,0.14,0.0,0.84,0.0,0.0,0.0,0.0,0.83,0.0,0.02,0.07,0.01,0.61,0.48,0.4,0.47,0.45,0.02,0.03,0.0,0.0,0.0,0.01,0.34,0.07,0.0,0.0,0.4,0.85,0.01,0.0,0.01,0.69,0.07,0.02,0.59,0.0,0.68,0.01,0.03,0.01,0.02,0.02,0.01,0.71,0.03,0.13,0.18,0.0,0.0,0.0,0.0,0.81,0.01,0.88,0.0,0.02,0.0,0.14,0.01,0.01,0.01,0.3,0.47,0.95,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Nov 2013,0.4,0.01,0.23,0.15,0.02,0.04,0.63,0.0,0.1,0.01,0.0,0.0,0.67,0.44,0.08,0.0,0.01,0.0,0.0,0.77,0.73,0.0,0.07,0.0,0.0,0.06,0.63,0.04,0.0,0.15,0.0,0.86,0.0,0.0,0.0,0.0,0.86,0.0,0.02,0.08,0.01,0.63,0.43,0.4,0.47,0.48,0.02,0.02,0.0,0.0,0.0,0.01,0.35,0.09,0.0,0.0,0.39,0.81,0.01,0.0,0.01,0.67,0.07,0.02,0.57,0.0,0.68,0.01,0.03,0.0,0.02,0.02,0.01,0.73,0.03,0.13,0.18,0.0,0.0,0.0,0.0,0.86,0.01,0.89,0.0,0.02,0.01,0.15,0.01,0.01,0.01,0.31,0.47,0.82,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Dec 2013,0.48,0.01,0.24,0.14,0.02,0.04,0.65,0.0,0.09,0.01,0.0,0.0,0.65,0.41,0.08,0.0,0.01,0.0,0.0,0.8,0.71,0.0,0.08,0.0,0.0,0.06,0.63,0.04,0.0,0.17,0.0,0.79,0.0,0.0,0.0,0.0,0.87,0.0,0.02,0.07,0.01,0.63,0.45,0.4,0.48,0.53,0.02,0.02,0.0,0.0,0.0,0.01,0.36,0.08,0.0,0.01,0.38,0.82,0.01,0.0,0.01,0.69,0.07,0.02,0.57,0.0,0.67,0.01,0.03,0.0,0.03,0.01,0.02,0.69,0.03,0.12,0.18,0.0,0.0,0.0,0.0,0.81,0.01,0.91,0.0,0.02,0.01,0.1,0.01,0.01,0.01,0.41,0.51,0.78,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Jan 2014,0.49,0.01,0.23,0.16,0.02,0.05,0.62,0.0,0.11,0.02,0.0,0.0,0.64,0.42,0.08,0.0,0.01,0.0,0.0,0.8,0.73,0.0,0.07,0.0,0.0,0.06,0.7,0.04,0.0,0.15,0.0,0.8,0.0,0.0,0.0,0.0,0.87,0.0,0.02,0.07,0.01,0.65,0.43,0.39,0.45,0.52,0.02,0.02,0.0,0.0,0.0,0.01,0.36,0.08,0.0,0.0,0.45,0.85,0.01,0.0,0.01,0.68,0.07,0.02,0.56,0.0,0.66,0.01,0.03,0.0,0.03,0.01,0.01,0.67,0.03,0.13,0.19,0.0,0.0,0.0,0.0,0.77,0.01,0.88,0.01,0.03,0.01,0.09,0.01,0.01,0.01,0.31,0.5,0.74,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Feb 2014,0.42,0.01,0.23,0.16,0.02,0.05,0.62,0.0,0.11,0.02,0.0,0.0,0.67,0.42,0.08,0.0,0.01,0.0,0.0,0.84,0.73,0.0,0.07,0.0,0.0,0.07,0.7,0.05,0.0,0.15,0.0,0.81,0.0,0.0,0.0,0.0,0.83,0.0,0.02,0.07,0.01,0.66,0.45,0.39,0.55,0.5,0.02,0.02,0.0,0.0,0.0,0.01,0.37,0.08,0.0,0.0,0.43,0.87,0.01,0.0,0.01,0.68,0.07,0.03,0.62,0.0,0.69,0.01,0.03,0.0,0.02,0.02,0.01,0.71,0.04,0.13,0.18,0.0,0.0,0.0,0.0,0.8,0.01,0.9,0.01,0.02,0.01,0.16,0.01,0.01,0.01,0.31,0.46,0.74,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Mar 2014,0.29,0.0,0.24,0.16,0.02,0.05,0.53,0.0,0.1,0.01,0.0,0.0,0.68,0.54,0.08,0.0,0.01,0.0,0.0,0.8,0.67,0.0,0.08,0.0,0.0,0.07,0.67,0.04,0.0,0.14,0.0,0.84,0.0,0.0,0.0,0.0,0.87,0.0,0.02,0.07,0.01,0.7,0.46,0.4,0.45,0.48,0.02,0.02,0.0,0.0,0.0,0.01,0.36,0.08,0.0,0.0,0.44,0.85,0.01,0.0,0.01,0.67,0.07,0.03,0.6,0.0,0.66,0.01,0.03,0.0,0.02,0.02,0.02,0.69,0.03,0.13,0.18,0.0,0.0,0.0,0.0,0.85,0.01,0.92,0.0,0.02,0.0,0.11,0.01,0.01,0.01,0.27,0.44,0.75,0.01,0.0,0.0,0.01,0.05,0.0,0.0
Apr 2014,0.4,0.01,0.23,0.16,0.02,0.04,0.54,0.0,0.09,0.02,0.0,0.0,0.68,0.49,0.07,0.0,0.01,0.0,0.0,0.79,0.68,0.0,0.08,0.0,0.0,0.06,0.71,0.04,0.0,0.14,0.0,0.79,0.0,0.0,0.0,0.0,0.84,0.0,0.02,0.07,0.02,0.71,0.46,0.41,0.47,0.49,0.02,0.02,0.0,0.0,0.0,0.01,0.39,0.08,0.0,0.0,0.43,0.86,0.01,0.0,0.01,0.78,0.07,0.04,0.63,0.0,0.69,0.01,0.03,0.0,0.02,0.02,0.01,0.85,0.03,0.13,0.2,0.0,0.01,0.0,0.0,0.87,0.01,0.9,0.0,0.02,0.0,0.1,0.01,0.01,0.01,0.29,0.45,0.73,0.01,0.0,0.0,0.01,0.06,0.0,0.0
May 2014,0.42,0.0,0.24,0.16,0.02,0.04,0.53,0.0,0.1,0.02,0.0,0.0,0.69,0.51,0.08,0.0,0.01,0.0,0.0,0.79,0.78,0.0,0.08,0.0,0.0,0.06,0.72,0.04,0.0,0.14,0.0,0.91,0.0,0.0,0.0,0.0,0.84,0.0,0.02,0.07,0.01,0.71,0.45,0.41,0.45,0.5,0.02,0.02,0.0,0.0,0.0,0.0,0.41,0.08,0.0,0.0,0.45,0.91,0.01,0.0,0.01,0.64,0.07,0.05,0.61,0.0,0.76,0.0,0.04,0.0,0.02,0.02,0.01,0.74,0.05,0.14,0.21,0.0,0.0,0.0,0.0,0.9,0.02,0.92,0.0,0.02,0.01,0.1,0.01,0.0,0.01,0.28,0.43,0.74,0.01,0.0,0.0,0.01,0.05,0.0,0.0
Jun 2014,0.55,0.01,0.24,0.15,0.02,0.04,0.53,0.0,0.1,0.02,0.0,0.0,0.7,0.85,0.08,0.0,0.01,0.0,0.0,0.78,0.68,0.0,0.07,0.0,0.0,0.06,0.66,0.04,0.0,0.14,0.0,0.86,0.0,0.0,0.0,0.0,0.88,0.0,0.02,0.07,0.01,0.7,0.42,0.4,0.41,0.54,0.02,0.02,0.0,0.0,0.0,0.0,0.39,0.08,0.0,0.0,0.42,0.87,0.02,0.0,0.01,0.58,0.07,0.05,0.6,0.0,0.74,0.0,0.04,0.0,0.02,0.01,0.02,0.66,0.04,0.14,0.19,0.0,0.0,0.0,0.0,0.9,0.02,0.91,0.0,0.03,0.01,0.08,0.01,0.0,0.01,0.29,0.41,0.74,0.01,0.0,0.0,0.01,0.05,0.0,0.0
Jul 2014,0.49,0.01,0.23,0.16,0.01,0.04,0.5,0.0,0.11,0.02,0.0,0.0,0.74,0.8,0.07,0.0,0.01,0.0,0.0,0.78,0.78,0.0,0.07,0.0,0.0,0.07,0.7,0.05,0.0,0.15,0.0,0.84,0.0,0.0,0.0,0.0,0.83,0.0,0.02,0.08,0.02,0.69,0.39,0.39,0.44,0.55,0.02,0.02,0.0,0.0,0.0,0.01,0.39,0.1,0.0,0.01,0.45,0.88,0.01,0.0,0.01,0.57,0.07,0.05,0.63,0.0,0.73,0.01,0.04,0.0,0.02,0.01,0.01,0.69,0.03,0.14,0.19,0.0,0.01,0.0,0.0,0.9,0.01,0.92,0.0,0.03,0.0,0.07,0.01,0.0,0.01,0.29,0.43,0.69,0.01,0.0,0.0,0.01,0.05,0.0,0.0
Aug 2014,0.43,0.0,0.24,0.14,0.01,0.05,0.56,0.0,0.1,0.01,0.0,0.0,0.78,0.44,0.08,0.0,0.01,0.0,0.0,0.76,0.8,0.0,0.07,0.0,0.0,0.07,0.66,0.04,0.0,0.15,0.0,0.85,0.0,0.0,0.0,0.0,0.82,0.0,0.02,0.08,0.02,0.62,0.38,0.38,0.49,0.56,0.02,0.02,0.0,0.0,0.0,0.0,0.42,0.08,0.0,0.01,0.42,0.87,0.01,0.0,0.01,0.57,0.07,0.05,0.68,0.0,0.7,0.0,0.04,0.0,0.02,0.01,0.01,0.71,0.03,0.14,0.2,0.0,0.0,0.0,0.0,0.93,0.02,0.93,0.0,0.03,0.01,0.08,0.01,0.0,0.01,0.3,0.45,0.73,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Sep 2014,0.7,0.01,0.24,0.14,0.02,0.05,0.54,0.0,0.11,0.01,0.0,0.0,0.7,0.43,0.08,0.0,0.01,0.0,0.0,0.8,0.74,0.0,0.08,0.0,0.0,0.06,0.68,0.04,0.0,0.15,0.0,0.88,0.0,0.0,0.0,0.0,0.78,0.0,0.02,0.07,0.02,0.61,0.35,0.36,0.44,0.54,0.02,0.02,0.0,0.0,0.0,0.01,0.4,0.08,0.0,0.0,0.41,0.83,0.01,0.0,0.01,0.53,0.08,0.04,0.57,0.0,0.7,0.01,0.04,0.0,0.03,0.02,0.01,0.69,0.03,0.13,0.2,0.0,0.0,0.0,0.0,0.89,0.02,0.92,0.0,0.03,0.0,0.09,0.01,0.01,0.01,0.3,0.46,0.71,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Oct 2014,0.5,0.01,0.23,0.15,0.02,0.05,0.53,0.0,0.11,0.02,0.0,0.0,0.7,0.44,0.08,0.0,0.01,0.0,0.0,0.85,0.78,0.0,0.07,0.0,0.0,0.06,0.64,0.04,0.0,0.15,0.0,0.89,0.0,0.0,0.0,0.0,0.74,0.0,0.02,0.07,0.02,0.6,0.34,0.33,0.5,0.52,0.02,0.02,0.0,0.0,0.0,0.01,0.38,0.09,0.0,0.0,0.4,0.82,0.01,0.0,0.01,0.54,0.07,0.03,0.57,0.0,0.69,0.01,0.04,0.0,0.02,0.01,0.01,0.65,0.03,0.13,0.19,0.0,0.0,0.0,0.0,0.87,0.01,0.88,0.0,0.02,0.0,0.09,0.01,0.01,0.01,0.29,0.44,0.71,0.01,0.0,0.0,0.01,0.08,0.0,0.0
Nov 2014,0.41,0.01,0.24,0.14,0.01,0.04,0.58,0.0,0.09,0.01,0.0,0.0,0.67,0.44,0.08,0.0,0.01,0.0,0.0,0.8,0.74,0.0,0.07,0.0,0.0,0.07,0.65,0.04,0.0,0.15,0.0,0.84,0.0,0.0,0.0,0.0,0.73,0.0,0.02,0.07,0.02,0.62,0.31,0.34,0.44,0.57,0.02,0.02,0.0,0.0,0.0,0.0,0.4,0.08,0.0,0.0,0.4,0.79,0.01,0.0,0.01,0.52,0.07,0.03,0.55,0.0,0.67,0.0,0.04,0.0,0.02,0.02,0.01,0.67,0.03,0.13,0.19,0.0,0.0,0.0,0.0,0.84,0.01,0.9,0.0,0.03,0.0,0.07,0.01,0.01,0.01,0.27,0.45,0.77,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Dec 2014,0.38,0.01,0.24,0.14,0.02,0.04,0.62,0.0,0.09,0.01,0.0,0.0,0.65,0.45,0.07,0.0,0.01,0.0,0.0,0.79,0.75,0.0,0.07,0.0,0.0,0.08,0.64,0.04,0.0,0.17,0.0,0.81,0.0,0.0,0.0,0.0,0.75,0.0,0.02,0.07,0.02,0.65,0.32,0.34,0.44,0.59,0.02,0.02,0.0,0.0,0.0,0.01,0.4,0.08,0.0,0.01,0.39,0.82,0.01,0.0,0.01,0.54,0.07,0.02,0.56,0.0,0.69,0.0,0.05,0.0,0.03,0.01,0.02,0.64,0.03,0.13,0.19,0.0,0.0,0.0,0.0,0.85,0.01,0.92,0.01,0.02,0.0,0.06,0.01,0.01,0.01,0.39,0.46,0.76,0.01,0.0,0.0,0.01,0.07,0.0,0.0
Jan 2015,0.43,0.01,0.23,0.15,0.02,0.04,0.51,0.0,0.1,0.01,0.0,0.0,0.74,0.48,0.08,0.0,0.01,0.0,0.0,0.82,0.7,0.0,0.06,0.0,0.0,0.07,0.69,0.04,0.0,0.16,0.0,0.8,0.0,0.0,0.0,0.0,0.75,0.0,0.02,0.07,0.02,0.65,0.33,0.34,0.44,0.56,0.02,0.02,0.0,0.0,0.0,0.01,0.38,0.08,0.0,0.01,0.46,0.82,0.01,0.0,0.01,0.58,0.07,0.03,0.55,0.0,0.75,0.01,0.05,0.0,0.03,0.01,0.01,0.66,0.03,0.14,0.19,0.0,0.0,0.0,0.0,0.84,0.01,0.8,0.01,0.02,0.0,0.06,0.01,0.0,0.01,0.31,0.44,0.73,0.01,0.0,0.0,0.01,0.07,0.0,0.0
