Date,AGNC,AXON,BCG,BSBK,CEAD,CMRX,CVCO,FNKO,FNLC,IFRX,KLXE,MSBI,NMRA,NMRK,NVCR,NVCT,NVEC,NVEI,OPTN,OPTX,SCNI,SCOR,SDA,SLAB,STRR,STRS,STRT,TWST,UONEK,ZPTA
2018-02-01,8.185174942016602,34.83000183105469,,,414.0,4.860000133514404,159.10000610351562,7.380000114440918,19.796274185180664,26.09000015258789,,23.35133171081543,,12.99606704711914,20.549999237060547,,47.801856994628906,,17.709999084472656,,600.0,440.0,,93.5,94.34447479248047,25.838668823242188,32.62082290649414,,1.7000000476837158,
2018-03-01,8.71495532989502,39.310001373291016,,,315.0,5.199999809265137,173.75,8.210000038146973,20.545242309570312,28.84000015258789,,23.679624557495117,,13.530519485473633,21.799999237060547,,57.154544830322266,,20.020000457763672,,543.2999877929688,481.3999938964844,,89.9000015258789,73.04315185546875,26.273664474487305,35.24384307861328,,2.049999952316284,
2018-04-01,8.798398971557617,41.97999954223633,,,414.0,4.579999923706055,170.35000610351562,8.789999961853027,20.354326248168945,39.150001525878906,,23.634614944458008,,13.450350761413574,27.299999237060547,,58.15858840942383,,21.399999618530273,,605.0,424.0,,92.9000015258789,70.6869125366211,27.187150955200195,31.315885543823242,,1.909999966621399,
2018-05-01,8.835201263427734,63.68000030517578,,,336.6000061035156,4.570000171661377,207.60000610351562,9.9399995803833,21.46735382080078,38.13999938964844,,24.339895248413086,,11.96279525756836,31.450000762939453,,76.02494812011719,,23.06999969482422,,641.0,500.0,,105.5999984741211,77.75560760498047,27.230649948120117,36.39155197143555,,2.049999952316284,
2018-06-01,8.809944152832031,63.18000030517578,,,306.0,4.760000228881836,207.64999389648438,12.550000190734863,20.904373168945312,32.25,,25.884016036987305,,12.75528335571289,31.299999237060547,,84.58930969238281,,27.979999542236328,,667.0,436.0,,99.5999984741211,75.22058868408203,26.57815933227539,29.25688934326172,,2.0999999046325684,
2018-07-01,9.317055702209473,67.93000030517578,,,234.0,4.46999979019165,212.4499969482422,17.559999465942383,22.59331703186035,30.56999969482422,,25.44582176208496,,12.495341300964355,34.0,,74.19799041748047,,20.350000381469727,,590.0,400.0,,95.25,80.07352447509766,26.795656204223633,31.731355667114258,,2.1500000953674316,
2018-08-01,9.186604499816895,68.26000213623047,,,293.3999938964844,3.990000009536743,245.39999389648438,25.420000076293945,21.901439666748047,33.9900016784668,,26.0124568939209,,11.518299102783203,45.04999923706055,,79.67901611328125,,14.869999885559082,,571.5,377.79998779296875,,98.0,80.07352447509766,26.447660446166992,32.981380462646484,,2.200000047683716,
2018-09-01,9.082854270935059,68.43000030517578,,,259.20001220703125,3.890000104904175,253.0,23.690000534057617,21.669557571411133,34.31999969482422,160.0500030517578,24.407468795776367,,10.103368759155273,52.400001525878906,,74.21194458007812,,12.430000305175781,,560.0,364.6000061035156,,91.80000305175781,75.0,26.621660232543945,34.279483795166016,,2.0,
2018-10-01,8.782184600830078,61.720001220703125,,,201.60000610351562,3.490000009536743,200.61000061035156,18.850000381469727,21.362878799438477,32.20000076293945,144.4499969482422,20.506837844848633,,8.794174194335938,33.13999938964844,,59.36675262451172,,10.579999923706055,,535.0,319.0,,81.52999877929688,62.5,25.099178314208984,32.54399108886719,,2.3299999237060547,
2018-11-01,8.800989151000977,43.470001220703125,,,151.1999969482422,3.2899999618530273,164.55999755859375,15.029999732971191,21.478300094604492,29.219999313354492,100.94999694824219,19.731271743774414,,7.5842976570129395,34.31999969482422,,67.73927307128906,,7.869999885559082,,590.0,315.6000061035156,,88.37000274658203,44.5,23.628896713256836,29.492389678955078,26.459999084472656,2.1700000762939453,
2018-12-01,8.81072998046875,43.75,,,133.1999969482422,2.569999933242798,130.3800048828125,13.149999618530273,19.869125366210938,36.369998931884766,117.25,17.129016876220703,,7.309513092041016,33.47999954223633,,62.0671501159668,,6.199999809265137,,477.0,288.6000061035156,,78.80999755859375,28.5,20.862333297729492,27.812076568603516,23.09000015258789,1.6100000143051147,
2019-01-01,9.088286399841309,51.0099983215332,,,131.39999389648438,2.3299999237060547,166.2899932861328,17.350000381469727,19.544267654418945,32.790000915527344,130.3000030517578,18.486148834228516,,9.52424144744873,49.0,,67.5620346069336,,6.440000057220459,,528.0,393.79998779296875,,76.5,35.5,20.618736267089844,33.63984298706055,23.1299991607666,2.049999952316284,
2019-02-01,9.046260833740234,53.83000183105469,,,133.1999969482422,2.0299999713897705,138.42999267578125,19.889999389648438,20.12343978881836,37.060001373291016,131.8000030517578,19.551925659179688,,8.43966293334961,53.709999084472656,,72.90088653564453,,7.420000076293945,,483.0,436.20001220703125,,81.0199966430664,38.5,21.140727996826172,30.050813674926758,21.770000457763672,2.059999942779541,
2019-03-01,9.320219039916992,54.40999984741211,,,109.80000305175781,2.0999999046325684,117.52999877929688,21.719999313354492,19.031349182128906,37.790000915527344,125.69999694824219,18.6297664642334,,7.672947883605957,48.16999816894531,,70.14154815673828,,10.300000190734863,,543.0,405.0,,80.86000061035156,45.5,22.97640609741211,28.498802185058594,23.18000030517578,2.0,
2019-04-01,9.303801536560059,63.5,,,97.19999694824219,2.700000047683716,124.7699966430664,19.829999923706055,20.47473907470703,46.09000015258789,140.25,20.7668514251709,,7.838552474975586,44.06999969482422,,68.65115356445312,,9.960000038146973,,719.0,251.0,,107.66000366210938,36.0,23.298301696777344,29.520851135253906,23.65999984741211,1.9199999570846558,
2019-05-01,8.663642883300781,66.77999877929688,,,82.80000305175781,3.4000000953674316,143.60000610351562,20.760000228881836,19.520221710205078,35.9900016784668,98.5,18.970462799072266,,7.341741561889648,53.119998931884766,,52.278343200683594,,7.590000152587891,,664.0,182.39999389648438,,93.56999969482422,30.0,24.446687698364258,24.355432510375977,25.809999465942383,1.7999999523162842,
2019-06-01,8.970747947692871,64.20999908447266,,,70.19999694824219,4.320000171661377,157.5399932861328,24.219999313354492,20.73250961303711,3.1600000858306885,102.1500015258789,20.882434844970703,,8.359532356262207,63.22999954223633,,50.51789855957031,,7.079999923706055,,576.0,103.19999694824219,,103.4000015258789,34.54999923706055,28.2137393951416,23.4880313873291,29.010000228881836,1.9600000381469727,
2019-07-01,9.229472160339355,70.22000122070312,,,50.400001525878906,3.5999999046325684,177.35000610351562,25.010000228881836,20.238332748413086,2.9800000190734863,78.5999984741211,21.19504737854004,,9.178728103637695,83.22000122070312,,48.76939010620117,,5.369999885559082,,671.0,66.0,,112.20999908447266,26.75,24.551084518432617,20.371776580810547,33.720001220703125,2.1500000953674316,
2019-08-01,8.08127498626709,59.970001220703125,,,160.1999969482422,2.0199999809265137,183.47000122070312,23.989999771118164,19.83875274658203,2.8399999141693115,50.150001525878906,20.139986038208008,,8.080260276794434,90.86000061035156,,47.26088333129883,,7.659999847412109,,590.0,37.20000076293945,,109.0,22.5,22.880706787109375,18.3336181640625,29.030000686645508,1.850000023841858,
2019-09-01,8.838383674621582,56.779998779296875,,,147.60000610351562,2.3499999046325684,192.08999633789062,20.575000762939453,21.47115135192871,2.4700000286102295,43.25,20.555076599121094,,8.531622886657715,74.77999877929688,,48.84360885620117,,7.0,,595.5999755859375,38.20000076293945,,111.3499984741211,22.399999618530273,25.551572799682617,19.49968147277832,23.8799991607666,1.9199999570846558,
2019-10-01,9.459086418151855,51.130001068115234,,,133.1999969482422,1.4299999475479126,191.64999389648438,18.0,22.08037567138672,2.6500000953674316,39.70000076293945,21.146869659423828,,10.000639915466309,71.63999938964844,,45.82539367675781,,7.820000171661377,,545.0,46.20000076293945,,106.23999786376953,20.299999237060547,23.994293212890625,22.328983306884766,23.81999969482422,2.200000047683716,
