Datetime,AAPL,ABBV,ABT,ACN,ADBE,AIG,AMD,AMGN,AMT,AMZN,AVGO,AXP,BA,BAC,BK,BKNG,BLK,BMY,BRK-B,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CRM,CSCO,CVS,CVX,DE,DHR,DIS,DUK,EMR,F,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,INTU,JNJ,JPM,KO,LIN,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,META,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,PM,QCOM,RTX,SBUX,SCHW,SO,SPG,TGT,TMO,TMUS,TSLA,TXN,UNH,UNP,UPS,USB,V,VZ,WFC,WMT,XOM,DOW,PYPL,KHC,T
2022/4/29,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,-1,0,1,0,0,0,0,-1,1,0,-1,0,0,1,-1,1,0,0,-1,0,0,0,0,0,0,0,1,-1,-1,-1,1,1,0,-1,0,0,0,0,1,-1,0,0,0,1,0,1,0,0,0,0,-1,1,0,-1,-1,0,1,0,-1,0,0,-1,-1,0,-1,0,1,0,1,1,0,0,-1,0,0,0,0,1,0,0,0,1,-1,1,1,0
2022/4/30,0,1,-1,0,0,0,0,0,0,0,0,-1,1,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,1,0,-1,0,-1,0,0,0,1,0,0,0,0,-1,0,1,-1,0,0,0
2022/5/1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0,-1,1,0,1,0,0,0,0,0,0,0,1,0,0,-1,1,1,0,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
2022/5/2,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,-1,0,0,0,-1,-1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,-1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022/5/3,0,1,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,1,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,1,1,1,-1,1,0
2022/5/4,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,-1,0,0,0,1,0,0,1,0,0,0,1,-1,-1,1,0,0,0,0,1,0,0,0,0,0,-1,0,0,-1,0,0,0,1,0,0,0,0,-1,-1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,-1,0,1,1,-1,0,0
2022/5/5,-1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,-1,0,0,0,0,1,-1,0,0,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,-1,0,1,0,0,0,1,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,-1,-1,1,-1,0,0,0,1,0,1,-1,1,1,0,0,1
2022/5/6,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,-1,1,1,1,0,0,0,-1,0,0,1,0,0,1,0,0,1,0,-1,0,0,0,0,0,-1,0,0,0,0,1,0,1,1,1,0,0,1,0,-1,-1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0
2022/5/7,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,1,0,0,0,-1,0,0,1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0
2022/5/8,0,0,0,1,0,0,1,-1,0,-1,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,1,-1,-1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,-1,0,1
2022/5/9,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,-1,-1,1,0,0,0,0,0,-1,0,-1,-1,0,1,0,0,1,1,0,-1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,-1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,-1,0,-1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,-1,1,0,0,0
2022/5/10,0,1,1,0,1,0,1,0,0,0,0,0,1,-1,0,1,0,0,0,1,1,0,0,0,-1,0,-1,0,1,0,0,1,1,0,-1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,-1,1,0,0,1,1,-1,0,-1,0,1,1,0,0,1,1,1,1,0,1,1,-1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,-1,0,1,0,0,0
2022/5/11,0,1,0,0,-1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,-1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,-1,1,0,0,1,0,1,0,0,-1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,0,1,1,1
2022/5/12,0,1,0,0,-1,0,1,0,0,0,0,1,-1,0,0,0,1,0,-1,-1,0,1,0,1,0,-1,0,0,0,-1,1,1,1,1,-1,0,0,-1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,-1,0,-1,0,0,1,0,0,0,0,1,1,0,1,-1,1,-1,1,-1,-1,1,-1,0,0,0,1,0,-1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0
2022/5/13,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,-1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,-1,1,1,0,1,0
2022/5/14,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-1,0,1,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,1,0,0,0,0,1,-1,1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0
2022/5/15,1,0,0,0,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0
2022/5/16,0,1,-1,0,1,1,1,1,0,0,1,0,-1,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,-1,-1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,-1,1,0,1,-1,0,0,0,1,-1,0,-1,0,0,0
2022/5/17,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,-1,1,0,1,0,0,0,-1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,-1,1,0,0,0,1,1,0,0,1,0,1,0,1,0
2022/5/18,0,1,-1,0,1,0,1,1,0,0,1,1,0,0,0,1,-1,1,-1,1,1,0,0,0,0,0,0,1,1,0,1,-1,0,0,0,1,0,0,1,-1,0,1,1,1,-1,-1,1,1,1,0,0,-1,0,0,0,1,-1,0,-1,0,0,0,-1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,-1,0,0,0,1,1,1,-1,1,1,1,0,1,0
2022/5/19,1,0,0,0,1,0,-1,0,0,1,1,0,1,0,0,1,0,0,0,-1,1,0,0,0,0,0,1,0,0,-1,1,-1,0,0,0,0,0,-1,1,0,1,0,-1,-1,-1,-1,1,0,0,-1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,-1,1,0,0,1,0,0,1,1,1,0,0,0,0,-1,1,0,1,0,0,0
2022/5/20,0,1,1,0,0,0,0,0,-1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,-1,0,0,1,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,-1,-1,1,-1,1,0
2022/5/21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1
2022/5/22,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
2022/5/23,0,1,0,0,0,1,1,0,1,1,0,1,-1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,-1,0,0,0,-1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,-1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,1,0
2022/5/24,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,-1,1,1,-1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,-1,0,0,0,0,1,0,0,1,-1,-1,-1,-1,0,1,1,1,0,-1,0,0,0,0,0,-1,0,0,1,0,-1,1,0,1,-1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,-1,0,0,0
2022/5/25,0,1,1,-1,0,-1,-1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,-1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,-1,-1,0,-1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,-1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,-1,0,0,-1,1,1,0,0,0,1,0,0,0,-1,0,-1,0,0,0,-1,0,0
2022/5/26,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,-1,-1,0,-1,0,1,1,1,0,-1,1,1,-1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,-1,1,1,0,0,1,0,-1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-1,-1,0,-1,0,0,0
2022/5/27,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,-1,1,1,-1,1,0,1,1,1,0,-1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,-1,0,1,0,0,0,0,-1,-1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1
2022/5/28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,0,0,0
2022/5/29,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,-1,1,1,0
2022/5/30,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,-1,1,0,1,0,1,1,0,-1,1,1,-1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,-1,1,0,0,-1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
2022/5/31,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,-1,0,1,0,0,1,0,-1,1,0,1,-1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,-1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,-1,1,1,0,0,-1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,-1,0,1,1,1,1,0
2022/6/1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,-1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022/6/2,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,-1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,-1,0,0,-1,1,1,0,0,0,0,-1,-1,1,1,1,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,-1,1,0,0
2022/6/3,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,-1,1,1,1,1,-1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
2022/6/4,0,1,0,-1,1,0,0,0,0,1,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,1,-1,1,1,1,1,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,-1,-1,0,0
2022/6/5,0,0,0,0,0,0,0,1,0,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,0,0,0
2022/6/6,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,-1,0,-1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,-1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,-1,1,1,1,-1,1,0,1,1,1,1,1,1,0,0,0
2022/6/7,0,1,1,1,-1,0,1,-1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,-1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,-1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,-1,1,0,0,0,0,0,1,1,0,1,0,0,0,1
2022/6/8,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,-1,1,0,0,1,-1,1,1,0,0,-1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,-1,-1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,-1,1,-1,1,-1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,-1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
2022/6/9,0,1,1,0,1,-1,-1,1,0,0,1,0,0,0,0,-1,1,1,0,-1,0,0,0,0,0,0,-1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,-1,1,0,-1,-1,-1,-1,0,0,1,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,-1,0,-1,0,0,0,-1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,-1,-1,0,0
2022/6/10,0,1,0,1,0,1,0,1,0,0,1,0,0,-1,0,0,0,1,0,-1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,-1,0,1,0,0,0,0,0,-1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,-1,0,0,0,0,1,0,1,0,1,-1,1,0,-1,0,0,1,0,0,0,0,1,0,1,0
2022/6/11,0,0,0,0,-1,0,-1,0,0,1,-1,-1,-1,-1,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,1,0
2022/6/12,0,0,0,0,0,0,1,0,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,-1,0,0,0,0,1,0
2022/6/13,0,1,0,1,0,0,-1,0,1,0,0,1,-1,0,0,0,1,1,-1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,-1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,-1,0,0,0,1,0,0,0,0,1,1,0,0
2022/6/14,0,0,0,0,1,0,-1,0,0,1,1,0,-1,-1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,-1,1,-1,0,0,0,1,1,0,1,1,1,1,-1,1,1,1,1,1,0,-1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-1,1,0,0,-1,0,0,0,-1,0,0,0,0,1,-1,0,1,0,0,1,0,1,0,1,1,1,-1,-1,0,0
2022/6/15,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,-1,0,0,-1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,-1,1,1,0,0,-1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,-1,1,1,1
2022/6/16,0,0,0,1,0,0,1,0,1,0,1,1,-1,0,0,1,-1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,-1,-1,1,1,0,1,1
2022/6/17,0,1,0,0,-1,0,1,0,0,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,1,0,0,0,0,0,1,1,-1,0,-1,1,1,0,0,-1,-1,1,1,0,0,0,0,1,1,0,0,1,0,1,-1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,1,1,0
2022/6/18,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0
2022/6/19,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,-1,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,1
2022/6/20,0,1,0,1,0,0,1,0,1,0,1,0,-1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,-1,0,0,0,0,1,0,1,0,-1,-1,0,0,1,1,1,-1,0,-1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,-1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,1,0
2022/6/21,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,-1,1,0,0,0,0,1,0,0,-1,1,1,1,1,0,0,1,0,0,1,0,-1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,-1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,-1,1,1,1,-1,1
2022/6/22,0,1,0,0,1,1,1,1,0,0,0,0,-1,1,0,0,-1,1,0,1,1,0,0,0,0,-1,0,1,1,1,0,0,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,-1,1,0,-1,0,0,1,0,0,0,-1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,-1,1,0,0,0,1,0,0,-1,1,0,1,0
2022/6/23,0,1,1,-1,1,-1,1,0,1,0,-1,1,0,-1,0,1,0,1,1,0,0,0,0,-1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,-1,1,1,1,0,1,-1,-1,1,0
2022/6/24,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-1,1,1,0,-1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,-1,0,0,0,0,0,1,0,-1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,-1,1,1,0,1,0
2022/6/25,0,-1,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,1,0,0,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0
2022/6/26,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,-1,0,-1,0,0
2022/6/27,0,1,0,0,1,1,1,1,-1,1,1,0,1,1,0,-1,1,1,1,1,0,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,1,-1,0,1,0,-1,-1,0,0,1,0,0,0,0,0,0,0,1,1,-1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,-1,1,1,1,0,0
2022/6/28,0,1,1,1,1,1,-1,1,0,0,1,1,1,1,0,0,-1,1,1,1,1,0,0,0,0,0,1,-1,1,0,1,-1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,-1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
2022/6/29,0,1,1,0,0,0,0,1,0,0,1,0,1,-1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,-1,-1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,-1,1,0,0,1,1,0,1,1,-1,1,0,0,1,-1,1,-1,0,-1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,-1,1,0,0,0,1,0,0,0,0,-1,0,-1,0
